NearWallForceMag_max,NearWallForceMag_max_abs,NearWallForceMag_min,NearWallForceMag_nonfinite,NearWallForceMag_present,NearWallForceOverRhoShadow_max,NearWallForceOverRhoShadow_max_abs,NearWallForceOverRhoShadow_min,NearWallForceOverRhoShadow_nonfinite,NearWallForceOverRhoShadow_present,NearWallGradPhiMag_max,NearWallGradPhiMag_max_abs,NearWallGradPhiMag_min,NearWallGradPhiMag_nonfinite,NearWallGradPhiMag_present,PhaseField_max,PhaseField_max_abs,PhaseField_min,PhaseField_nonfinite,PhaseField_present,PsiGradMag_max,PsiGradMag_max_abs,PsiGradMag_min,PsiGradMag_nonfinite,PsiGradMag_present,PsiNormalAmbiguityFlag_max,PsiNormalAmbiguityFlag_max_abs,PsiNormalAmbiguityFlag_min,PsiNormalAmbiguityFlag_nonfinite,PsiNormalAmbiguityFlag_present,PsiNormal_max,PsiNormal_max_abs,PsiNormal_min,PsiNormal_nonfinite,PsiNormal_present,PsiSolid_max,PsiSolid_max_abs,PsiSolid_min,PsiSolid_nonfinite,PsiSolid_present,PsiWallGhost_max,PsiWallGhost_max_abs,PsiWallGhost_min,PsiWallGhost_nonfinite,PsiWallGhost_present,PsiWriteAllowedFlag_max,PsiWriteAllowedFlag_max_abs,PsiWriteAllowedFlag_min,PsiWriteAllowedFlag_nonfinite,PsiWriteAllowedFlag_present,ambiguity_fraction_near_band,case,near_band_cells,near_wall_force_over_rho_max_abs,psi_wall_ghost_above_1_cells,psi_wall_ghost_below_0_cells,step,write_allowed_cells,write_allowed_fraction_near_band
0.0,0.0,0.0,0,True,0.0,0.0,0.0,0,True,0.0,0.0,0.0,0,True,1.0,1.0,0.0,0,True,0.2827542042185119,0.2827542042185119,0.0,0,True,0.0,0.0,0.0,0,True,1.0000000000000002,1.0000000000000002,0.0,0,True,0.8174606146562565,0.8174606146562565,0.0,0,True,1.0,1.0,0.0,0,True,1.0,1.0,0.0,0,True,0.0,sphere_theta060_shadow,5312,0.0,0,0,0,5312,1.0
4.830585054494929e-06,4.830585054494929e-06,0.0,0,True,1.563588262570495e-05,1.563588262570495e-05,0.0,0,True,0.2951521973210129,0.2951521973210129,0.0,0,True,1.0001611436574211,1.0001611436574211,-7.102653687527611e-05,0,True,0.2827542042185119,0.2827542042185119,0.0,0,True,0.0,0.0,0.0,0,True,1.0000000000000002,1.0000000000000002,0.0,0,True,0.8431391706878377,0.8431391706878377,0.0,0,True,1.0,1.0,0.0,0,True,1.0,1.0,0.0,0,True,0.0,sphere_theta060_shadow,7208,1.563588262570495e-05,0,0,3000,7208,1.0
4.209134852390428e-06,4.209134852390428e-06,0.0,0,True,1.8069123965586737e-05,1.8069123965586737e-05,0.0,0,True,0.2987049419241604,0.2987049419241604,0.0,0,True,1.0001524206945624,1.0001524206945624,-7.167809351967547e-05,0,True,0.2827542042185119,0.2827542042185119,0.0,0,True,0.0,0.0,0.0,0,True,1.0000000000000002,1.0000000000000002,0.0,0,True,0.8431391706878377,0.8431391706878377,0.0,0,True,1.0,1.0,0.0,0,True,1.0,1.0,0.0,0,True,0.0,sphere_theta060_shadow,7208,1.8069123965586737e-05,0,0,6000,7208,1.0
3.7233042340031847e-06,3.7233042340031847e-06,0.0,0,True,1.8172578190241312e-05,1.8172578190241312e-05,0.0,0,True,0.30571283027663027,0.30571283027663027,0.0,0,True,1.0001593330693321,1.0001593330693321,-7.246319263335457e-05,0,True,0.2827542042185119,0.2827542042185119,0.0,0,True,0.0,0.0,0.0,0,True,1.0000000000000002,1.0000000000000002,0.0,0,True,0.8431391706878377,0.8431391706878377,0.0,0,True,1.0,1.0,0.0,0,True,1.0,1.0,0.0,0,True,0.0,sphere_theta060_shadow,7208,1.8172578190241312e-05,0,0,9000,7208,1.0
3.5346343690803123e-06,3.5346343690803123e-06,0.0,0,True,1.7366548824764887e-05,1.7366548824764887e-05,0.0,0,True,0.31772708278753464,0.31772708278753464,0.0,0,True,1.00015085454916,1.00015085454916,-7.298127203844978e-05,0,True,0.2827542042185119,0.2827542042185119,0.0,0,True,0.0,0.0,0.0,0,True,1.0000000000000002,1.0000000000000002,0.0,0,True,0.8431391706878377,0.8431391706878377,0.0,0,True,1.0,1.0,0.0,0,True,1.0,1.0,0.0,0,True,0.0,sphere_theta060_shadow,7208,1.7366548824764887e-05,0,0,12000,7208,1.0
0.0,0.0,0.0,0,True,0.0,0.0,0.0,0,True,0.0,0.0,0.0,0,True,1.0,1.0,0.0,0,True,0.2827542042185119,0.2827542042185119,0.0,0,True,0.0,0.0,0.0,0,True,1.0000000000000002,1.0000000000000002,0.0,0,True,0.8174606146562565,0.8174606146562565,0.0,0,True,0.9999996561665934,0.9999996561665934,0.0,0,True,1.0,1.0,0.0,0,True,0.0,sphere_theta090_shadow,5312,0.0,0,0,0,5312,1.0
5.097064421882631e-06,5.097064421882631e-06,0.0,0,True,1.3376319419760617e-05,1.3376319419760617e-05,0.0,0,True,0.3066527732363967,0.3066527732363967,0.0,0,True,1.000177407040339,1.000177407040339,-7.016963184575679e-05,0,True,0.2827542042185119,0.2827542042185119,0.0,0,True,0.0,0.0,0.0,0,True,1.0000000000000002,1.0000000000000002,0.0,0,True,0.8431391706878377,0.8431391706878377,0.0,0,True,1.0,1.0,0.0,0,True,1.0,1.0,0.0,0,True,0.0,sphere_theta090_shadow,7208,1.3376319419760617e-05,0,0,3000,7208,1.0
5.0854181662768244e-06,5.0854181662768244e-06,0.0,0,True,1.3448045587064011e-05,1.3448045587064011e-05,0.0,0,True,0.3067337044295153,0.3067337044295153,0.0,0,True,1.0001768869095242,1.0001768869095242,-7.209799924305857e-05,0,True,0.2827542042185119,0.2827542042185119,0.0,0,True,0.0,0.0,0.0,0,True,1.0000000000000002,1.0000000000000002,0.0,0,True,0.8431391706878377,0.8431391706878377,0.0,0,True,1.0,1.0,0.0,0,True,1.0,1.0,0.0,0,True,0.0,sphere_theta090_shadow,7208,1.3448045587064011e-05,0,0,6000,7208,1.0
5.100768136016621e-06,5.100768136016621e-06,0.0,0,True,1.3429393081983634e-05,1.3429393081983634e-05,0.0,0,True,0.3070068346721854,0.3070068346721854,0.0,0,True,1.0001768324042648,1.0001768324042648,-7.041693274140074e-05,0,True,0.2827542042185119,0.2827542042185119,0.0,0,True,0.0,0.0,0.0,0,True,1.0000000000000002,1.0000000000000002,0.0,0,True,0.8431391706878377,0.8431391706878377,0.0,0,True,1.0,1.0,0.0,0,True,1.0,1.0,0.0,0,True,0.0,sphere_theta090_shadow,7208,1.3429393081983634e-05,0,0,9000,7208,1.0
5.1137073198775285e-06,5.1137073198775285e-06,0.0,0,True,1.3405982329414804e-05,1.3405982329414804e-05,0.0,0,True,0.3072149105515433,0.3072149105515433,0.0,0,True,1.0001768122571475,1.0001768122571475,-7.549641535284116e-05,0,True,0.2827542042185119,0.2827542042185119,0.0,0,True,0.0,0.0,0.0,0,True,1.0000000000000002,1.0000000000000002,0.0,0,True,0.8431391706878377,0.8431391706878377,0.0,0,True,1.0,1.0,0.0,0,True,1.0,1.0,0.0,0,True,0.0,sphere_theta090_shadow,7208,1.3405982329414804e-05,0,0,12000,7208,1.0
0.0,0.0,0.0,0,True,0.0,0.0,0.0,0,True,0.0,0.0,0.0,0,True,1.0,1.0,0.0,0,True,0.2827542042185119,0.2827542042185119,0.0,0,True,0.0,0.0,0.0,0,True,1.0000000000000002,1.0000000000000002,0.0,0,True,0.8174606146562565,0.8174606146562565,0.0,0,True,0.9989773286323088,0.9989773286323088,0.0,0,True,1.0,1.0,0.0,0,True,0.0,sphere_theta120_shadow,5312,0.0,0,0,0,5312,1.0
6.615580931516678e-06,6.615580931516678e-06,0.0,0,True,1.1462099911595952e-05,1.1462099911595952e-05,0.0,0,True,0.33170729262534104,0.33170729262534104,0.0,0,True,1.000162093370681,1.000162093370681,-7.969846727398046e-05,0,True,0.2827542042185119,0.2827542042185119,0.0,0,True,0.0,0.0,0.0,0,True,1.0000000000000002,1.0000000000000002,0.0,0,True,0.8431391706878377,0.8431391706878377,0.0,0,True,1.0,1.0,0.0,0,True,1.0,1.0,0.0,0,True,0.0,sphere_theta120_shadow,7208,1.1462099911595952e-05,0,0,3000,7208,1.0
7.3210909190404796e-06,7.3210909190404796e-06,0.0,0,True,1.2400752858998121e-05,1.2400752858998121e-05,0.0,0,True,0.3383701799366276,0.3383701799366276,0.0,0,True,1.000161163475956,1.000161163475956,-7.846132420275826e-05,0,True,0.2827542042185119,0.2827542042185119,0.0,0,True,0.0,0.0,0.0,0,True,1.0000000000000002,1.0000000000000002,0.0,0,True,0.8431391706878377,0.8431391706878377,0.0,0,True,1.0,1.0,0.0,0,True,1.0,1.0,0.0,0,True,0.0,sphere_theta120_shadow,7208,1.2400752858998121e-05,0,0,6000,7208,1.0
7.82091753483953e-06,7.82091753483953e-06,0.0,0,True,1.1992632630308678e-05,1.1992632630308678e-05,0.0,0,True,0.3418409346927365,0.3418409346927365,0.0,0,True,1.0001601719027813,1.0001601719027813,-7.63086824043136e-05,0,True,0.2827542042185119,0.2827542042185119,0.0,0,True,0.0,0.0,0.0,0,True,1.0000000000000002,1.0000000000000002,0.0,0,True,0.8431391706878377,0.8431391706878377,0.0,0,True,1.0,1.0,0.0,0,True,1.0,1.0,0.0,0,True,0.0,sphere_theta120_shadow,7208,1.1992632630308678e-05,0,0,9000,7208,1.0
7.658261200321961e-06,7.658261200321961e-06,0.0,0,True,1.1012066001308582e-05,1.1012066001308582e-05,0.0,0,True,0.3395050093623287,0.3395050093623287,0.0,0,True,1.000155301468205,1.000155301468205,-7.91305370021768e-05,0,True,0.2827542042185119,0.2827542042185119,0.0,0,True,0.0,0.0,0.0,0,True,1.0000000000000002,1.0000000000000002,0.0,0,True,0.8431391706878377,0.8431391706878377,0.0,0,True,1.0,1.0,0.0,0,True,1.0,1.0,0.0,0,True,0.0,sphere_theta120_shadow,7208,1.1012066001308582e-05,0,0,12000,7208,1.0
