candidate_count,candidate_max,candidate_max_abs,candidate_mean,candidate_min,candidate_nonfinite,candidate_p95_abs,candidate_std,diff_count,diff_max,diff_max_abs,diff_mean,diff_min,diff_nonfinite,diff_p95_abs,diff_std,field,reference_count,reference_max,reference_max_abs,reference_mean,reference_min,reference_nonfinite,reference_p95_abs,reference_std,region
38836,5.5454892261692396e-05,5.668966893213265e-05,2.0860099627850453e-06,-5.668966893213265e-05,0,9.12359261972203e-06,5.523057880986672e-06,38836,0.00030546265097415126,0.00031148415223078343,-3.8976992171236276e-07,-0.00031148415223078343,0,7.144805526692973e-05,3.766843587683022e-05,current_mu_vs_midpoint_boundary,38836,0.00031148415223078343,0.00031148415223078343,2.4757798844974086e-06,-0.00030546265097415126,0,6.881820434687216e-05,3.76129194846825e-05,interface_offline_fluid
37484,5.5454892261692396e-05,5.668966893213265e-05,2.1612496775883053e-06,-5.668966893213265e-05,0,9.145651228597608e-06,5.607299076707865e-06,37484,0.00016848132700001677,0.00016848132700001677,2.3586425777928702e-07,-0.00016552235733328192,0,8.58288278619453e-06,1.6052406904476596e-05,current_mu_vs_midpoint_boundary,37484,0.0001589851473137935,0.00016244204701826323,1.9253854198090185e-06,-0.00016244204701826323,0,9.420275198991889e-06,1.5996604824789387e-05,interface_tclb_fluid
2856,5.5454892261692396e-05,5.668966893213265e-05,2.3145044845589056e-06,-5.668966893213265e-05,0,3.600661668063665e-05,1.3744667668896501e-05,2856,0.00016848132700001677,0.00016848132700001677,-8.431324349179011e-06,-0.00016552235733328192,0,0.0001127669941855016,5.2714359853682955e-05,current_mu_vs_midpoint_boundary,2856,0.0001589851473137935,0.00016244204701826323,1.0745828833737918e-05,-0.00016244204701826323,0,0.000109375,5.1054277814118745e-05,near_interface
2540,5.5454892261692396e-05,5.668966893213265e-05,2.6024507117717462e-06,-5.668966893213265e-05,0,3.6812402393536636e-05,1.4548864049434439e-05,2540,0.00016848132700001677,0.00016848132700001677,2.5374554561869563e-06,-0.00016552235733328192,0,0.00012175452119242506,4.498470788893662e-05,current_mu_vs_midpoint_boundary,2540,0.0001589851473137935,0.00016244204701826323,6.49952555847898e-08,-0.00016244204701826323,0,0.0001097928220384143,4.343121249133749e-05,near_interface_tclb_fluid
872,5.5454892261692396e-05,5.668966893213265e-05,2.241288461541577e-06,-5.668966893213265e-05,0,4.545431613045384e-05,2.1033357278785936e-05,872,0.0001300349209478713,0.0001300349209478713,-3.3209515193918146e-05,-0.00012175452119242526,0,0.000109375,5.8942619599060046e-05,current_mu_vs_midpoint_boundary,872,0.00011250000000000001,0.00011250000000000001,3.545080365545973e-05,-0.0001097928220384143,0,0.000109375,5.610443312336399e-05,contact_core
556,5.5454892261692396e-05,5.668966893213265e-05,3.5151142778134096e-06,-5.668966893213265e-05,0,4.966538862778906e-05,2.6255697482989908e-05,556,0.0001300349209478713,0.0001300349209478713,2.8170898397005447e-06,-0.00012175452119242526,0,9.344189549047987e-05,4.249191647971314e-05,current_mu_vs_midpoint_boundary,556,8.265121716725065e-05,0.0001097928220384143,6.980244381128652e-07,-0.0001097928220384143,0,7.600774339118886e-05,3.927157560534303e-05,contact_core_tclb_fluid
51624,0.0,0.0,0.0,0.0,0,0.0,0.0,51624,0.00047187500000000007,0.00047187500000000007,0.0003033844894638833,-0.00036250000000000003,0,0.00038124999999999997,0.00019710428679989755,current_mu_vs_midpoint_boundary,51624,0.00036250000000000003,0.00047187500000000007,-0.0003033844894638833,-0.00047187500000000007,0,0.00038124999999999997,0.00019710428679989755,offline_fluid_tclb_boundary
800,0.0,0.0,0.0,0.0,0,0.0,0.0,800,0.000390625,0.000390625,0.00018165623477105368,-0.00011250000000000001,0,0.00036250000000000003,0.00022495382429171376,current_mu_vs_midpoint_boundary,800,0.00011250000000000001,0.000390625,-0.00018165623477105368,-0.000390625,0,0.00036250000000000003,0.00022495382429171376,cylinder_overlap_boundary
50824,0.0,0.0,0.0,0.0,0,0.0,0.0,50824,0.00047187500000000007,0.00047187500000000007,0.0003053005646203894,-0.00036250000000000003,0,0.00038124999999999997,0.0001960310464023555,current_mu_vs_midpoint_boundary,50824,0.00036250000000000003,0.00047187500000000007,-0.0003053005646203894,-0.00047187500000000007,0,0.00038124999999999997,0.0001960310464023555,outer_boundary
884736,5.5454892261692396e-05,0.00011250001492280146,6.003550441505924e-08,-0.00011250001492280146,0,6.529521531512629e-07,2.236774017740033e-06,884736,0.00045625,0.00045625,-3.97910001527605e-08,-0.00037500000000000006,0,2.0888325586616854e-10,4.255461779550724e-05,no_ghost_mu_vs_periodic,884736,0.00037500000000000006,0.00045625,9.98265045678198e-08,-0.00045625,0,5.829334266773694e-06,4.2613306325402706e-05,all
763392,5.5454892261692396e-05,0.00011250001492280146,6.957837131403249e-08,-0.00011250001492280146,0,1.04070142340329e-06,2.407854775074425e-06,763392,0.00022500000000000002,0.00034687500000000007,-4.6622628533255515e-08,-0.00034687500000000007,0,4.681101113221215e-19,2.3571977414183473e-05,no_ghost_mu_vs_periodic,763392,0.00034687500000000007,0.00034687500000000007,1.1620099984728806e-07,-0.00022500000000000002,0,1.7604200970354384e-06,2.369450138702025e-05,offline_fluid
711768,5.5454892261692396e-05,0.00011250001492280146,7.462483847849565e-08,-0.00011250001492280146,0,1.2245434298948877e-06,2.4935708435621414e-06,711768,9.284239854326629e-19,9.325873346955038e-19,5.17567130055381e-21,-9.325873346955038e-19,0,2.5812685306589045e-19,1.0116748529401285e-19,no_ghost_mu_vs_periodic,711768,5.5454892261692416e-05,0.00011250001492280152,7.462483847849053e-08,-0.00011250001492280152,0,1.2245434298946466e-06,2.4935708435621414e-06,tclb_fluid
38836,5.5454892261692396e-05,5.668966893213265e-05,2.0860099627850466e-06,-5.668966893213265e-05,0,9.12359261972203e-06,5.523057880986671e-06,38836,8.040460251811446e-19,0.00034687500000000007,-4.612817628564209e-06,-0.00034687500000000007,0,3.8884106234892725e-19,2.778064259733376e-05,no_ghost_mu_vs_periodic,38836,0.00034687500000000007,0.00034687500000000007,6.698827591349256e-06,-5.6689668932132666e-05,0,1.6567025283060126e-05,2.798255714580305e-05,interface_offline_fluid
37484,5.5454892261692396e-05,5.668966893213265e-05,2.161249677588306e-06,-5.668966893213265e-05,0,9.145651228597608e-06,5.607299076707864e-06,37484,8.040460251811446e-19,8.040460251811446e-19,4.69357663965641e-21,-7.917640474459572e-19,0,2.865088944087671e-19,1.276669283597048e-19,no_ghost_mu_vs_periodic,37484,5.5454892261692416e-05,5.6689668932132666e-05,2.161249677588302e-06,-5.6689668932132666e-05,0,9.145651228597549e-06,5.607299076707866e-06,interface_tclb_fluid
2856,5.5454892261692396e-05,5.668966893213265e-05,2.314504484558907e-06,-5.668966893213265e-05,0,3.600661668063665e-05,1.37446676688965e-05,2856,6.335806445462167e-19,0.00034687500000000007,-2.2295167394051016e-05,-0.00034687500000000007,0,0.00020624999999999184,6.596115655946372e-05,no_ghost_mu_vs_periodic,2856,0.00034687500000000007,0.00034687500000000007,2.460967187860992e-05,-5.6689668932132666e-05,0,0.00020624999999999184,6.66076987603944e-05,near_interface
2540,5.5454892261692396e-05,5.668966893213265e-05,2.602450711771747e-06,-5.668966893213265e-05,0,3.6812402393536636e-05,1.454886404943444e-05,2540,6.335806445462167e-19,6.335806445462167e-19,5.2261661895090475e-21,-4.973671587158845e-19,0,2.846030702774449e-19,1.2646998205548083e-19,no_ghost_mu_vs_periodic,2540,5.5454892261692416e-05,5.6689668932132666e-05,2.6024507117717416e-06,-5.6689668932132666e-05,0,3.6812402393536595e-05,1.4548864049434446e-05,near_interface_tclb_fluid
872,5.5454892261692396e-05,5.668966893213265e-05,2.241288461541579e-06,-5.668966893213265e-05,0,4.545431613045384e-05,2.1033357278785936e-05,872,3.7269449679189215e-19,0.00034687500000000007,-7.30217867860203e-05,-0.00034687500000000007,0,0.00026874999999996677,0.00010269353652164839,no_ghost_mu_vs_periodic,872,0.00034687500000000007,0.00034687500000000007,7.526307524756189e-05,-5.6689668932132666e-05,0,0.00026874999999996677,0.00010325230644111964,contact_core
556,5.5454892261692396e-05,5.668966893213265e-05,3.5151142778134113e-06,-5.668966893213265e-05,0,4.966538862778906e-05,2.6255697482989908e-05,556,3.7269449679189215e-19,3.7269449679189215e-19,-3.8634452414332836e-21,-3.2526065174565133e-19,0,2.1789922568116876e-19,1.0381050639370362e-19,no_ghost_mu_vs_periodic,556,5.5454892261692416e-05,5.6689668932132666e-05,3.5151142778134142e-06,-5.6689668932132666e-05,0,4.9665388627789034e-05,2.6255697482989915e-05,contact_core_tclb_fluid
51624,0.0,0.0,0.0,0.0,0,0.0,0.0,51624,0.00022500000000000002,0.00034687500000000007,-6.894340159860274e-07,-0.00034687500000000007,0,0.0002249999998092153,9.064258444306694e-05,no_ghost_mu_vs_periodic,51624,0.00034687500000000007,0.00034687500000000007,6.894340159860274e-07,-0.00022500000000000002,0,0.0002249999998092153,9.064258444306694e-05,offline_fluid_tclb_boundary
800,0.0,0.0,0.0,0.0,0,0.0,0.0,800,0.00016875,0.00034687500000000007,-4.271875375681647e-05,-0.00034687500000000007,0,0.00026875,0.00014019973547175335,no_ghost_mu_vs_periodic,800,0.00034687500000000007,0.00034687500000000007,4.271875375681647e-05,-0.00016875,0,0.00026875,0.00014019973547175335,cylinder_overlap_boundary
50824,0.0,0.0,0.0,0.0,0,0.0,0.0,50824,0.00022500000000000002,0.00022500000000000013,-2.7867516051658584e-08,-0.00022500000000000013,0,0.00022499999978432372,8.948611409081712e-05,no_ghost_mu_vs_periodic,50824,0.00022500000000000013,0.00022500000000000013,2.7867516051658584e-08,-0.00022500000000000002,0,0.00022499999978432372,8.948611409081712e-05,outer_boundary
884736,5.5454892261692396e-05,0.00011250001492280146,6.003550441505924e-08,-0.00011250001492280146,0,6.529521531512629e-07,2.236774017740033e-06,884736,7.00733326707288e-05,0.00011250000637516958,-7.703496032460063e-08,-0.00011250000637516958,0,7.69628583086057e-14,3.0606486677338037e-06,no_ghost_mu_vs_center_boundary,884736,0.00011250000000000001,0.00011250000000000001,1.3707046473965997e-07,-6.425126811249952e-05,0,9.010916920339513e-07,2.6456172963576188e-06,all
763392,5.5454892261692396e-05,0.00011250001492280146,6.957837131403249e-08,-0.00011250001492280146,0,1.04070142340329e-06,2.407854775074425e-06,763392,7.00733326707288e-05,0.00011250000637516958,-8.500536305447068e-08,-0.00011250000637516958,0,5.907554653794591e-15,3.0283910607791685e-06,no_ghost_mu_vs_center_boundary,763392,0.00011250000000000001,0.00011250000000000001,1.545837343685032e-07,-3.88251913311428e-05,0,1.1151689991807943e-06,2.534689939961894e-06,offline_fluid
711768,5.5454892261692396e-05,0.00011250001492280146,7.462483847849565e-08,-0.00011250001492280146,0,1.2245434298948877e-06,2.4935708435621414e-06,711768,7.00733326707288e-05,0.00011250000637516958,-4.629468077602471e-08,-0.00011250000637516958,0,5.283712115633533e-19,2.162315770152938e-06,no_ghost_mu_vs_center_boundary,711768,4.47691348158671e-05,4.47691348158671e-05,1.2091951925452035e-07,-3.88251913311428e-05,0,1.1392076939915295e-06,1.3173115008975558e-06,tclb_fluid
38836,5.5454892261692396e-05,5.668966893213265e-05,2.0860099627850466e-06,-5.668966893213265e-05,0,9.12359261972203e-06,5.523057880986671e-06,38836,7.00733326707288e-05,0.00011250000000000001,-7.537070307929902e-07,-0.00011250000000000001,0,5.075387643645432e-06,1.0003455993363385e-05,no_ghost_mu_vs_center_boundary,38836,0.00011250000000000001,0.00011250000000000001,2.8397169935780367e-06,-3.88251913311428e-05,0,1.5128247327820904e-05,1.0803829725704974e-05,interface_offline_fluid
37484,5.5454892261692396e-05,5.668966893213265e-05,2.161249677588306e-06,-5.668966893213265e-05,0,9.145651228597608e-06,5.607299076707864e-06,37484,7.00733326707288e-05,7.00733326707288e-05,5.796312293490971e-08,-3.879479497156812e-05,0,7.980610660148609e-07,2.7034241494391794e-06,no_ghost_mu_vs_center_boundary,37484,4.47691348158671e-05,4.47691348158671e-05,2.1032865546533965e-06,-3.88251913311428e-05,0,9.121845109272218e-06,5.282860326266592e-06,interface_tclb_fluid
2856,5.5454892261692396e-05,5.668966893213265e-05,2.314504484558907e-06,-5.668966893213265e-05,0,3.600661668063665e-05,1.37446676688965e-05,2856,7.00733326707288e-05,0.00011250000000000001,-9.954991391931791e-06,-0.00011250000000000001,0,9.687499998907337e-05,3.2172716719809576e-05,no_ghost_mu_vs_center_boundary,2856,0.00011250000000000001,0.00011250000000000001,1.2269495876490698e-05,-3.88251913311428e-05,0,9.687499998907337e-05,3.193467489068334e-05,near_interface
2540,5.5454892261692396e-05,5.668966893213265e-05,2.602450711771747e-06,-5.668966893213265e-05,0,3.6812402393536636e-05,1.454886404943444e-05,2540,7.00733326707288e-05,7.00733326707288e-05,8.24229836461785e-07,-3.879479497156812e-05,0,2.2803139457851332e-05,1.0011388238921324e-05,no_ghost_mu_vs_center_boundary,2540,4.47691348158671e-05,4.47691348158671e-05,1.7782208753099624e-06,-3.88251913311428e-05,0,2.9460636700190566e-05,1.1765396449827041e-05,near_interface_tclb_fluid
872,5.5454892261692396e-05,5.668966893213265e-05,2.241288461541579e-06,-5.668966893213265e-05,0,4.545431613045384e-05,2.1033357278785936e-05,872,7.00733326707288e-05,0.00011250000000000001,-3.378252177659164e-05,-0.00011250000000000001,0,0.000109375,4.9618965333716736e-05,no_ghost_mu_vs_center_boundary,872,0.00011250000000000001,0.00011250000000000001,3.602381023813322e-05,-3.88251913311428e-05,0,0.000109375,4.904965119241735e-05,contact_core
556,5.5454892261692396e-05,5.668966893213265e-05,3.5151142778134113e-06,-5.668966893213265e-05,0,4.966538862778906e-05,2.6255697482989908e-05,556,7.00733326707288e-05,7.00733326707288e-05,1.9184176452917542e-06,-3.879479497156812e-05,0,3.875116363864005e-05,1.6809461302023664e-05,no_ghost_mu_vs_center_boundary,556,4.47691348158671e-05,4.47691348158671e-05,1.5966966325216551e-06,-3.88251913311428e-05,0,4.146636829049604e-05,2.0999208552878993e-05,contact_core_tclb_fluid
51624,0.0,0.0,0.0,0.0,0,0.0,0.0,51624,3.30082450984612e-05,0.00011250000000000001,-6.187304696708683e-07,-0.00011250000000000001,0,5.526645560891473e-07,8.417131937054576e-06,no_ghost_mu_vs_center_boundary,51624,0.00011250000000000001,0.00011250000000000001,6.187304696708683e-07,-3.30082450984612e-05,0,5.526645560891473e-07,8.417131937054576e-06,offline_fluid_tclb_boundary
800,0.0,0.0,0.0,0.0,0,0.0,0.0,800,3.8163916471489766e-21,0.00011250000000000001,-3.8156254719092246e-05,-0.00011250000000000001,0,0.000109375,4.7673495149294595e-05,no_ghost_mu_vs_center_boundary,800,0.00011250000000000001,0.00011250000000000001,3.8156254719092246e-05,-3.8163916471489766e-21,0,0.000109375,4.7673495149294595e-05,cylinder_overlap_boundary
50824,0.0,0.0,0.0,0.0,0,0.0,0.0,50824,3.30082450984612e-05,3.344144152117299e-05,-2.7867503364849316e-08,-3.344144152117299e-05,0,2.621252071980738e-07,3.695946579805586e-06,no_ghost_mu_vs_center_boundary,50824,3.344144152117299e-05,3.344144152117299e-05,2.7867503364849316e-08,-3.30082450984612e-05,0,2.621252071980738e-07,3.695946579805586e-06,outer_boundary
