step,nonfinite_total,max_mach,active_count,limiter_count,limiter_fraction,normal_limiter_count,normal_limiter_fraction,ratio_cap_selected_count,ratio_cap_selected_fraction,abs_cap_selected_count,abs_cap_selected_fraction,ratio_cap_limiter_count,ratio_cap_limiter_fraction_of_normal_limiter,abs_cap_limiter_count,abs_cap_limiter_fraction_of_normal_limiter,sphere11_active_count,sphere11_limiter_count,sphere11_normal_limiter_count,outer90_active_count,outer90_limiter_count,outer90_normal_limiter_count,fallback_angle_active_count,fallback_angle_limiter_count,fallback_angle_normal_limiter_count,raw_delta_p50,raw_delta_p95,raw_delta_p99,raw_delta_max,limited_delta_p99,dn_try_p50,dn_try_p95,effective_cap_p50,effective_cap_p95,ratio_cap_p50,ratio_cap_p95,abs_cap_p50,cap_demand_ratio_p50,cap_demand_ratio_p95,cap_demand_ratio_p99,normal_raw_abs_p50,normal_raw_abs_p95,target_normal_abs_p50,target_minus_raw_abs_p50,smooth_weight_c_p50,smooth_weight_g_p50,smooth_weight_t_p50,smooth_weight_total_p50,tan_coeff_times_tangent_p50,limiter_ratio_p05,limiter_ratio_p10,limiter_ratio_p50,limiter_ratio_p95,normal_delta_raw_p99,tangent_mag_p95,tangent_mag_p99,phase_c_p50,normal_agreement_p05,tan_coeff_p50,wall_profile_conflict_p50
0,0,0.0,7536,0,0.0,0,0.0,5048,0.6698513800424628,2488,0.33014861995753714,0,nan,0,nan,0,0,0,0,0,0,7536,0,0,0.005394727218818457,0.022424147885332577,0.022870214413487928,0.02301048591359522,0.022870214413487928,0.0019876729116372746,0.022424147885332577,0.03066540214075926,0.05,0.03066540214075926,0.07622757050216729,0.05,0.23718164591936552,0.44848295770665153,0.45740428826975854,0.06133080428151852,0.15245514100433458,0.05987051539425087,0.005413653347916287,1.0,1.0,1.0,1.0,0.05987051539425087,1.0,1.0,1.0,1.0,0.0228702144135108,0.07784625316183974,0.0786325814637617,0.472746472714162,1.0,1.732050800389291,0.0
100,0,1.1792473864908404e-05,7460,0,0.0,0,0.0,4956,0.664343163538874,2504,0.335656836461126,0,nan,0,nan,0,0,0,0,0,0,7460,0,0,0.004130432192685206,0.019635706455623216,0.019964776335344173,0.02007941149388108,0.019964776335344173,0.0021316881447996424,0.019635706455623216,0.031959313535211184,0.05,0.031959313535211184,0.07445617703999885,0.05,0.18971995110866843,0.3927141291124643,0.39929552670688345,0.06391862707042237,0.1489123540799977,0.061314046925285394,0.004260721394481439,1.0,1.0,1.0,1.0,0.061314046925285394,1.0,1.0,1.0,1.0,0.01996477633536414,0.0774354150243915,0.07813904411872753,0.4598378565608475,1.0,1.732050800389291,0.0
200,0,4.940961551218431e-06,7460,0,0.0,0,0.0,4956,0.664343163538874,2504,0.335656836461126,0,nan,0,nan,0,0,0,0,0,0,7460,0,0,0.004060196654865298,0.019666977232711824,0.020016548482307998,0.02013473116068072,0.020016548482307998,0.0024448296340188512,0.019666977232711824,0.03200114560376528,0.05,0.03200114560376528,0.07449077990602049,0.05,0.18981281072950942,0.3933395446542365,0.40033096964615994,0.06400229120753056,0.14898155981204098,0.06134427629213769,0.004398584143157448,1.0,1.0,1.0,1.0,0.06134427629213769,1.0,1.0,1.0,1.0,0.020016548482328016,0.07733015244849738,0.0780028644876145,0.459735052546276,1.0,1.732050800389291,0.0
300,0,6.069308354867271e-06,7468,0,0.0,0,0.0,4964,0.6647027316550616,2504,0.3352972683449384,0,nan,0,nan,0,0,0,0,0,0,7468,0,0,0.004075189674762552,0.019642555266537895,0.020005794500917704,0.020110456352847663,0.020005794500917704,0.002400818961686363,0.019642555266537895,0.03200233694338239,0.05,0.03200233694338239,0.07451105686964239,0.05,0.18863094420327436,0.3928511053307579,0.400115890018354,0.06400467388676478,0.14902211373928478,0.06088184214828114,0.004417844138020623,1.0,1.0,1.0,1.0,0.06088184214828114,1.0,1.0,1.0,1.0,0.020005794500937712,0.07727177720199513,0.07792686026625449,0.4595292046021277,1.0,1.732050800389291,0.0
400,0,1.8672909472955895e-06,7484,0,0.0,0,0.0,4980,0.6654195617316943,2504,0.33458043826830575,0,nan,0,nan,0,0,0,0,0,0,7484,0,0,0.004068401373388844,0.019595171842395852,0.019982845457933888,0.020095014754215126,0.019982845457933888,0.002399127238108119,0.019595171842395852,0.03200075654353486,0.05,0.03200075654353486,0.07452787036315468,0.05,0.18531416902246584,0.39190343684791706,0.39965690915867774,0.06400151308706972,0.14905574072630937,0.06087959840049931,0.004412078077547253,1.0,1.0,1.0,1.0,0.06087959840049931,1.0,1.0,1.0,1.0,0.019982845457953872,0.07718573571761243,0.07785940388927548,0.45772004541913125,1.0,1.732050800389291,0.0
500,0,2.3070165834983554e-06,7492,0,0.0,0,0.0,4988,0.6657768286171917,2504,0.3342231713828083,0,nan,0,nan,0,0,0,0,0,0,7492,0,0,0.00397833432338001,0.019568549930679167,0.0199818926800767,0.020088578379716743,0.0199818926800767,0.002515641000469136,0.019568549930679167,0.03200022721570256,0.05,0.03200022721570256,0.07454343566988236,0.05,0.18324852572598166,0.39137099861358327,0.39963785360153403,0.06400045443140512,0.14908687133976473,0.060917051796583674,0.004393044446395378,1.0,1.0,1.0,1.0,0.060917051796583674,1.0,1.0,1.0,1.0,0.019981892680096685,0.07711973664363365,0.07778841246405346,0.45752104058051507,1.0,1.732050800389291,0.0
600,0,1.8854129760822501e-06,7500,0,0.0,0,0.0,4996,0.6661333333333334,2504,0.33386666666666664,0,nan,0,nan,0,0,0,0,0,0,7500,0,0,0.003922158895688954,0.019588313972865666,0.019993522930242136,0.020084746249477432,0.019993522930242136,0.0025186611928204594,0.019588313972865666,0.03200124176887223,0.05,0.03200124176887223,0.07455819222897059,0.05,0.18297359063194052,0.3917662794573133,0.3998704586048427,0.06400248353774446,0.14911638445794118,0.06075374083095869,0.004310695685697034,1.0,1.0,1.0,1.0,0.06075374083095869,1.0,1.0,1.0,1.0,0.01999352293026213,0.07706690309797345,0.07772231326837173,0.4573391517896892,1.0,1.732050800389291,0.0
700,0,1.8526513214813438e-06,7508,0,0.0,0,0.0,5004,0.6664890783164624,2504,0.3335109216835376,0,nan,0,nan,0,0,0,0,0,0,7508,0,0,0.0039032859957574234,0.019612366849346988,0.019987676285300925,0.020080273116735797,0.019987676285300925,0.0025765622707154146,0.019612366849346988,0.031580312851339234,0.05,0.031580312851339234,0.07456554490628234,0.05,0.17822066376482532,0.3922473369869397,0.39975352570601846,0.06316062570267847,0.14913108981256468,0.06067061401058565,0.004186785762352499,1.0,1.0,1.0,1.0,0.06067061401058565,1.0,1.0,1.0,1.0,0.019987676285320916,0.07702196897201223,0.07767397484500874,0.4555870061515117,1.0,1.732050800389291,0.0
800,0,1.8503947769823304e-06,7508,0,0.0,0,0.0,4996,0.6654235482152371,2512,0.3345764517847629,0,nan,0,nan,0,0,0,0,0,0,7508,0,0,0.0038708348395195217,0.019618656177765252,0.0199752458260213,0.020074342389940856,0.0199752458260213,0.002613140882581549,0.019618656177765252,0.03162903360593304,0.05,0.03162903360593304,0.07457442018807443,0.05,0.17681917371347633,0.392373123555305,0.39950491652042597,0.06325806721186608,0.14914884037614887,0.06058566654079362,0.004058982121011155,1.0,1.0,1.0,1.0,0.06058566654079362,1.0,1.0,1.0,1.0,0.019975245826041276,0.07698147452859297,0.07763026097081088,0.4554363891669738,1.0,1.732050800389291,0.0
900,0,1.8457150527377347e-06,7508,0,0.0,0,0.0,4996,0.6654235482152371,2512,0.3345764517847629,0,nan,0,nan,0,0,0,0,0,0,7508,0,0,0.003789435343480091,0.019641375596627455,0.019983208173735525,0.020071561969732997,0.019983208173735525,0.0027170558029751225,0.019641375596627455,0.03167542437234422,0.05,0.03167542437234422,0.0745826478793572,0.05,0.1722892935248432,0.39282751193254906,0.3996641634747105,0.06335084874468844,0.1491652957587144,0.06058962920580439,0.003989992877307252,1.0,1.0,1.0,1.0,0.06058962920580439,1.0,1.0,1.0,1.0,0.01998320817375551,0.07694974363701884,0.07758838594808323,0.45529621333965675,1.0,1.732050800389291,0.0
