step,nonfinite_total,derived_nonapplicable_nan_total,max_mach,wall_sphere_shell_count,wall_outer_count,fluid_near_sphere_data_count,fluid_outer_data_count,active_count,limiter_nonzero_count,delta_limiter_count,missing_wall_data_count,normal_low_agreement_count,wall_sphere_local_angle_p50,wall_outer_local_angle_p50,fluid_near_sphere_angle_p50,fluid_outer_angle_p50,fluid_near_sphere_data_count_p50,fluid_near_sphere_normal_agreement_p05,fluid_near_sphere_used_geom_sum,wall_sphere_local_normal_dot_radial_p50,fluid_near_sphere_normal_dot_radial_p50,fluid_lower_hemi_angle_p50,fluid_upper_hemi_angle_p50,contact_residual_active_p50,grad_delta_active_p99,grad_candidate_use_active_sum
0,0,2591328,0.0,13136,55164,11408,508,780,1038588,388,974064,0,0.19198621771937624,1.5707963267948966,0.19198621771937624,1.5707963267948968,6.0,0.9824532072360017,11408.0,0.9342863976806433,0.9908818914275253,0.19198621771937624,0.19198621771937624,1.5525405167028756,0.24999999999969771,780.0
100,0,2591328,0.00018277308602216634,13136,55164,11408,508,832,1038468,320,974064,0,0.19198621771937624,1.5707963267948966,0.19198621771937624,1.5707963267948968,6.0,0.9824532072360017,11408.0,0.9342863976806433,0.9908818914275253,0.19198621771937624,0.19198621771937624,0.3709721646862409,0.24999999999946926,832.0
